fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_SLpM,fighter_Str. Acc.,fighter_SApM,fighter_Str. Def,fighter_TD Avg.,fighter_TD Acc.,fighter_TD Def.,fighter_Sub. Avg.,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Liam,Anderson,NULL,190.5,185,190.5,Orthodox,1995-01-13,3.00,52%,6.53,31%,1.00,20%,50%,0.0,6,3,0,NULL,http://ufcstats.com/fighter-details/b03a0c78ca45facf
Tatsuya,Ando,Kirinji,162.56,145,172.72,Southpaw,1990-04-26,0.93,19%,4.93,50%,0.00,0%,0%,0.0,14,4,1,NULL,http://ufcstats.com/fighter-details/17615148dd4be6f6
Alex,Andrade,El Toro,180.34,200,NULL,Orthodox,1974-05-14,0.20,36%,2.60,53%,0.00,0%,25%,0.8,10,5,0,NULL,http://ufcstats.com/fighter-details/1562b12763cc8d67
Jessica,Andrade,Bate Estaca,154.94,125,157.48,Orthodox,1991-09-25,6.44,50%,5.51,54%,2.23,54%,72%,0.3,26,13,0,NULL,http://ufcstats.com/fighter-details/6a1901c62ab3870f
Viscardi,Andrade,NULL,180.34,170,190.5,Orthodox,1984-03-08,3.26,42%,2.77,63%,1.93,50%,66%,0.3,19,6,0,NULL,http://ufcstats.com/fighter-details/d221ee27afc7a60e
Jermaine,Andre,NULL,170.18,200,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,4,0,NULL,http://ufcstats.com/fighter-details/9bad58fa651d6196
Juan,Andres Luna,NULL,170.18,125,182.88,Orthodox,1995-08-20,3.27,31%,3.00,65%,0.00,0%,0%,0.0,12,1,0,NULL,http://ufcstats.com/fighter-details/1fd9f744105024a8
Fellipe,Andrew,NULL,NULL,NULL,NULL,,1994-10-24,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,0,0,NULL,http://ufcstats.com/fighter-details/7977fb0fd9c5955d
Dylan,Andrews,The Villain,185.42,185,187.96,Switch,1979-11-15,2.21,50%,2.72,46%,2.83,50%,57%,0.4,18,7,0,1,http://ufcstats.com/fighter-details/00debc804e2b1cd4
Reese,Andy,Riptide,182.88,205,NULL,Orthodox,1973-03-31,2.87,50%,3.50,58%,0.67,20%,40%,0.0,7,3,0,NULL,http://ufcstats.com/fighter-details/46e2ca71fd5089cb
Angga,NULL,The Hitman,170.18,145,172.72,Orthodox,1989-01-13,3.56,38%,3.77,53%,0.00,0%,33%,0.0,13,3,0,NULL,http://ufcstats.com/fighter-details/d6a3e131ad4ba064
Julius,Anglickas,NULL,190.5,205,NULL,Orthodox,1991-07-23,4.62,78%,1.86,50%,4.47,50%,60%,1.1,5,1,0,NULL,http://ufcstats.com/fighter-details/e20ad078a7d63361
Collin,Anglin,NULL,175.26,145,180.34,Orthodox,1993-02-20,4.59,48%,5.54,51%,2.28,66%,100%,0.0,8,3,0,NULL,http://ufcstats.com/fighter-details/047a91d3d9c79b05
Chad,Anheliger,The Monster,167.64000000000001,135,162.56,Orthodox,1986-12-01,3.11,46%,2.76,53%,0.68,30%,38%,0.5,13,8,0,NULL,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Yoji,Anjo,Mr. 200%,180.34,205,NULL,Orthodox,1967-03-28,0.00,0%,3.13,25%,0.00,0%,0%,0.0,0,5,1,NULL,http://ufcstats.com/fighter-details/e06fd1260ac865a7
Magomed,Ankalaev,NULL,190.5,205,190.5,Orthodox,1992-06-02,3.64,52%,2.37,58%,0.92,31%,86%,0.0,20,1,1,1,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Gadzhimurad,Antigulov,NULL,180.34,205,177.8,Orthodox,1987-02-09,2.08,55%,4.21,40%,5.08,36%,0%,1.4,20,8,0,NULL,http://ufcstats.com/fighter-details/af997f7611673880
Adam,Antolin,Captain Chaos,165.1,125,160.02,Orthodox,1982-02-28,5.73,52%,5.00,69%,0.00,0%,100%,0.0,12,3,0,NULL,http://ufcstats.com/fighter-details/25b31165758402dd
Angelo,Antonio,NULL,NULL,205,NULL,Orthodox,NULL,1.09,50%,7.64,50%,0.00,0%,0%,0.0,1,4,0,NULL,http://ufcstats.com/fighter-details/dbd198f780286aca
Vanilto,Antunes,NULL,182.88,170,182.88,Orthodox,1994-12-28,5.49,48%,14.27,43%,0.00,0%,0%,0.0,16,7,0,NULL,http://ufcstats.com/fighter-details/cc49ada1ea955b13
Azunna,Anyanwu,Zulu,185.42,251,NULL,Orthodox,1981-08-05,2.47,42%,2.47,69%,0.65,100%,0%,0.0,14,5,0,NULL,http://ufcstats.com/fighter-details/78d48d3874dacafd
Shinsho,Anzai,Animal,170.18,170,177.8,Orthodox,1985-12-01,3.23,58%,3.75,45%,1.83,16%,75%,0.0,10,3,0,NULL,http://ufcstats.com/fighter-details/4665f9f909cd7214
Shinya,Aoki,Tobikan Judan,180.34,154,NULL,Southpaw,1983-05-09,0.97,58%,1.25,58%,2.54,41%,60%,4.0,39,7,0,1,http://ufcstats.com/fighter-details/79ded75550efc139
Aoriqileng,NULL,The Mongolian Murderer,170.18,135,175.26,Orthodox,1993-06-25,4.65,49%,5.46,48%,1.20,46%,58%,0.0,25,12,0,1,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
Josh,Appelt,NULL,177.8,255,NULL,Southpaw,1983-06-19,1.35,40%,11.50,32%,0.00,0%,33%,0.0,15,7,0,NULL,http://ufcstats.com/fighter-details/0c1a04afca64e38f
Erik,Apple,NULL,182.88,170,NULL,Orthodox,1977-08-26,0.00,0%,0.54,81%,0.00,0%,0%,8.1,10,3,0,NULL,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb
Kenji,Arai,NULL,177.8,145,NULL,Southpaw,1979-10-05,8.79,27%,10.29,39%,0.00,0%,0%,0.0,15,15,5,NULL,http://ufcstats.com/fighter-details/269d103c96a4c3a5
Romie,Aram,NULL,177.8,170,NULL,Orthodox,1977-12-02,1.80,35%,2.83,50%,2.50,62%,83%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
Felipe,Arantes,Sertanejo,172.72,135,185.42,Orthodox,1988-02-09,2.37,45%,2.66,64%,0.93,47%,41%,0.7,18,10,1,2,http://ufcstats.com/fighter-details/71002dbc1743b9a7
Igor,Araujo,NULL,185.42,170,195.58,Orthodox,1980-12-06,1.52,42%,2.86,49%,0.86,15%,22%,0.6,25,9,0,1,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
Viviane,Araujo,Vivi,162.56,125,172.72,Orthodox,1986-11-21,4.04,47%,4.87,56%,1.86,43%,80%,0.7,13,6,0,NULL,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Julio,Arce,NULL,170.18,145,177.8,Southpaw,1989-10-27,4.36,36%,3.05,68%,0.46,28%,96%,0.3,19,6,0,NULL,http://ufcstats.com/fighter-details/1291edf2d566a71a
Art,Arciniega,King Arthur,172.72,145,NULL,,1981-10-15,1.53,46%,2.73,51%,0.00,0%,50%,1.0,15,7,0,NULL,http://ufcstats.com/fighter-details/d25e39e74efb0a77
Alice,Ardelean,NULL,160.02,115,157.48,Orthodox,1992-04-19,4.97,45%,4.97,52%,1.00,40%,100%,0.0,9,7,0,NULL,http://ufcstats.com/fighter-details/87f8699fdcc2c404
Tristan,Arenal,NULL,NULL,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,4,0,NULL,http://ufcstats.com/fighter-details/9c9455912d917e4e
Gabriel,Arges,NULL,NULL,170,NULL,,1993-01-29,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,0,0,NULL,http://ufcstats.com/fighter-details/db3c4a884d704efe
Dan,Argueta,The Determined,170.18,135,172.72,Southpaw,1993-08-13,2.48,43%,3.44,50%,4.36,35%,55%,1.4,9,3,0,2,http://ufcstats.com/fighter-details/e4ba58725825412d
Reza,Arianto,The Crazy Lion,NULL,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,0,0,NULL,http://ufcstats.com/fighter-details/90063913321e7670
Hashem,Arkhagha,NULL,187.96,185,190.5,Orthodox,1989-09-11,1.84,44%,8.97,43%,0.00,0%,50%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/9a7ffa80766caa51
Andrei,Arlovski,The Pitbull,190.5,240,195.58,Orthodox,1979-02-04,3.82,45%,3.22,57%,0.37,35%,76%,0.2,34,24,0,2,http://ufcstats.com/fighter-details/3738e68d2261e60f
Garrett,Armfield,NULL,167.64000000000001,135,177.8,Orthodox,1996-10-09,5.35,53%,3.64,56%,1.10,50%,64%,0.6,10,5,0,NULL,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Joey,Armstrong,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/30ad2050273d016a
Austin,Arnett,NULL,182.88,145,182.88,Orthodox,1991-10-22,4.52,41%,6.38,62%,0.44,18%,57%,0.2,16,6,0,NULL,http://ufcstats.com/fighter-details/bf0e700106d00e55
Ricardo,Arona,The Brazilian Tiger,180.34,205,NULL,Orthodox,1978-07-17,1.66,48%,1.15,57%,2.41,48%,58%,1.2,14,5,0,NULL,http://ufcstats.com/fighter-details/05fbfe628658c538
Eli,Aronov,The Israeli Tank,177.8,185,182.88,Orthodox,1996-06-06,8.92,68%,6.49,38%,12.16,100%,0%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/a90c200c3fbb22c4
Chalid,Arrab,Die Faust,180.34,205,NULL,Orthodox,1975-05-28,1.56,34%,1.63,56%,3.05,75%,37%,1.0,7,3,0,NULL,http://ufcstats.com/fighter-details/770b9d4813c25902
Akbarh,Arreola,El Caballero,177.8,155,180.34,Southpaw,1983-01-14,2.32,45%,4.01,56%,1.07,100%,33%,0.4,23,11,1,NULL,http://ufcstats.com/fighter-details/c136b2a8852da5bd
Matt,Arroyo,No Regard,177.8,170,182.88,Orthodox,1982-09-01,1.62,47%,2.01,58%,2.12,36%,100%,5.3,3,3,0,NULL,http://ufcstats.com/fighter-details/de62052b2ede65ba
Antonio,Arroyo,NULL,190.5,185,185.42,Orthodox,1989-07-01,2.82,66%,2.02,50%,1.14,41%,41%,0.2,9,5,0,NULL,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Gilles,Arsene,NULL,175.26,190,NULL,Southpaw,NULL,0.06,10%,2.45,32%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/2dea80c069847321
Veta,Arteaga,NULL,170.18,125,NULL,,NULL,3.20,36%,1.92,65%,0.00,0%,40%,0.0,3,1,0,NULL,http://ufcstats.com/fighter-details/91e3388e69060e69
Cesar,Arzamendia,Goku,180.34,155,NULL,Orthodox,1991-01-31,5.37,45%,5.20,56%,7.32,75%,0%,2.4,8,3,0,NULL,http://ufcstats.com/fighter-details/49f78022126bf4a4
Kai,Asakura,NULL,NULL,125,NULL,,1993-10-31,0.00,0%,0.00,0%,0.00,0%,0%,0.0,21,4,0,NULL,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
Teddy,Ash,Bear,185.42,185,185.42,Switch,1989-12-27,7.27,61%,6.80,28%,0.00,0%,100%,0.0,14,5,0,NULL,http://ufcstats.com/fighter-details/a373085066dbfb54
Arman,Ashimov,Mustafa Ozturik,167.64000000000001,125,NULL,,1992-01-14,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,3,1,NULL,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Yanal,Ashmouz,Red Fox,175.26,155,175.26,Orthodox,1995-03-31,2.94,50%,4.54,55%,4.80,50%,60%,0.0,8,1,0,NULL,http://ufcstats.com/fighter-details/c739c2995a275314
Asjabharan,NULL,NULL,167.64000000000001,135,NULL,,1992-07-31,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,6,0,NULL,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar,Askar,AK-47,170.18,145,175.26,Orthodox,1994-08-19,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,1,0,NULL,http://ufcstats.com/fighter-details/2abc414136504554
Askar,Askarov,Bullet,167.64000000000001,125,170.18,Orthodox,1992-10-09,3.05,54%,2.80,57%,2.60,24%,66%,0.4,14,1,1,NULL,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril,Asker,Silverback,182.88,247,187.96,Orthodox,1985-12-24,3.35,39%,5.82,35%,4.41,62%,100%,0.9,9,4,0,NULL,http://ufcstats.com/fighter-details/9be6020024133293
Khusein,Askhabov,Nohcho,172.72,145,175.26,Orthodox,1995-02-13,2.00,26%,4.13,56%,0.00,0%,66%,0.0,23,1,0,NULL,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott,Askham,NULL,190.5,185,190.5,Southpaw,1988-05-20,3.03,46%,3.52,52%,0.44,18%,65%,0.7,14,4,0,NULL,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben,Askren,Funky,180.34,170,185.42,Orthodox,1984-07-18,3.64,49%,5.66,36%,4.33,55%,0%,0.9,19,2,0,1,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo,Aslan,The Last Ottoman,190.5,205,195.58,Orthodox,1996-04-23,8.34,50%,4.34,64%,0.00,0%,100%,0.0,14,1,0,NULL,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom,Aspinall,NULL,195.57999999999998,256,198.12,Orthodox,1993-04-11,8.07,67%,2.89,65%,3.27,100%,100%,1.6,15,3,0,NULL,http://ufcstats.com/fighter-details/399afbabc02376b5
Bruno,Assis,Brunao,187.96,185,NULL,Orthodox,1992-05-23,1.27,43%,3.20,36%,2.00,50%,66%,1.0,8,4,0,NULL,http://ufcstats.com/fighter-details/ff222167cce02919
Junior,Assuncao,NULL,175.26,145,182.88,Orthodox,1981-06-24,3.31,62%,2.06,44%,2.43,24%,66%,0.7,16,6,0,NULL,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael,Assuncao,NULL,165.1,135,167.64,Orthodox,1982-07-19,3.22,42%,2.50,66%,1.65,39%,78%,0.2,28,10,0,NULL,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael,Aswell,The Texas Kid,172.72,145,175.26,Orthodox,2000-09-27,10.33,50%,6.80,52%,0.00,0%,57%,0.0,9,2,0,NULL,http://ufcstats.com/fighter-details/01c9e4013afce141
Bazigit,Atajev,Volk,185.42,230,NULL,Orthodox,NULL,0.87,41%,3.14,49%,1.00,33%,0%,0.0,17,1,0,NULL,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich,Attonito,The Raging Bull,177.8,170,182.88,Orthodox,1977-06-16,2.28,47%,2.13,59%,0.74,37%,75%,0.0,10,5,0,NULL,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier,Aubin-Mercier,The Canadian Gangster,175.26,155,177.8,Southpaw,1989-02-23,2.48,51%,2.97,55%,2.36,33%,70%,0.5,11,5,0,NULL,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat,Audinwood,Awesomely Awesome,182.88,155,NULL,Orthodox,1986-04-16,1.17,12%,4.31,41%,0.80,50%,0%,0.0,11,2,1,NULL,http://ufcstats.com/fighter-details/196ed28337adc630
Jose,Augusto,Gugu,190.5,251,NULL,,1992-03-28,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,2,0,1,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus,Aurelio,Maximus,177.8,155,187.96,Orthodox,1973-08-18,1.42,33%,2.27,59%,1.69,27%,27%,1.3,22,10,0,NULL,http://ufcstats.com/fighter-details/04643fd03d9159cc
David,Avellan,NULL,175.26,185,NULL,Orthodox,NULL,3.33,25%,10.00,57%,0.00,0%,0%,0.0,2,1,0,NULL,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas,Avena,The Disciple,182.88,170,187.96,Orthodox,1983-06-30,2.34,47%,3.36,43%,2.37,80%,50%,1.8,8,7,0,1,http://ufcstats.com/fighter-details/8753e125f4499816
Levi,Avera,NULL,185.42,170,NULL,,1982-05-17,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,15,0,NULL,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony,Avila,NULL,170.18,145,NULL,,1988-12-29,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,5,0,NULL,http://ufcstats.com/fighter-details/033d19259f589457
Chris,Avila,NULL,177.8,145,NULL,Orthodox,1993-01-16,2.37,30%,4.17,48%,0.00,0%,46%,0.0,5,4,0,NULL,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia,Avila,Raging Panda,170.18,135,172.72,Orthodox,1988-05-11,2.59,43%,2.86,50%,0.54,33%,50%,0.3,9,3,0,NULL,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad,Awad,Assassin,180.34,155,NULL,,1983-06-07,2.13,26%,1.87,60%,0.50,16%,100%,0.5,20,9,0,NULL,http://ufcstats.com/fighter-details/da603332ad41f165
Javy,Ayala,Eye Candy,185.42,265,NULL,,1988-08-20,0.83,25%,5.00,33%,0.00,0%,0%,0.0,10,5,0,NULL,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin,Ayari,NULL,182.88,155,185.42,Orthodox,1992-05-31,3.53,37%,3.59,58%,0.00,0%,50%,0.3,16,6,0,NULL,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu,Azaitar,Captain Morocco,175.26,185,193.04,Orthodox,1986-03-10,4.38,43%,4.32,51%,1.00,37%,42%,0.0,14,4,1,NULL,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman,Azaitar,Bulldozer,172.72,155,180.34,Switch,1990-02-20,5.73,51%,4.96,48%,0.00,0%,100%,0.0,13,2,0,NULL,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz,Azeredo,NULL,175.26,154,NULL,Orthodox,1976-06-10,2.16,39%,2.76,57%,1.07,50%,45%,0.3,15,10,0,NULL,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano,Azevedo,NULL,190.5,161,NULL,Orthodox,1981-06-25,0.76,45%,1.97,27%,2.28,11%,0%,0.0,17,9,1,NULL,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter,Azure,NULL,172.72,145,175.26,Orthodox,1992-03-02,3.92,53%,2.08,58%,1.97,34%,67%,1.3,9,2,0,NULL,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas,Backstrom,NULL,185.42,145,NULL,Orthodox,1989-08-22,1.12,41%,3.65,40%,2.92,80%,72%,2.2,11,3,0,1,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth,Baczynski,The Polish Pistola,190.5,170,190.5,Orthodox,1981-10-26,3.08,31%,3.14,51%,0.89,16%,48%,0.8,20,14,0,NULL,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Abdul,Azeem Badakhshi,The Afghan Lion,NULL,145,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,3,0,NULL,http://ufcstats.com/fighter-details/968764372c49eab6
Ryan,Bader,Darth,187.96,205,187.96,Orthodox,1983-06-07,2.82,43%,1.39,71%,3.37,44%,80%,0.4,23,5,0,NULL,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela,Badurek,NULL,165.1,115,NULL,Orthodox,1991-07-11,3.74,71%,4.90,32%,1.75,12%,100%,0.0,6,3,0,NULL,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel,Baeza,Caramel Thunder,187.96,170,187.96,Orthodox,1992-08-23,4.09,49%,5.92,46%,0.36,22%,54%,2.0,10,4,0,NULL,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali,Bagautinov,Puncher,162.56,125,165.1,Orthodox,1985-06-10,2.85,42%,3.09,52%,2.51,36%,65%,0.3,15,6,0,NULL,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi,Baghdad,The Sultan,185.42,155,NULL,Orthodox,1985-04-13,3.13,30%,4.56,46%,0.00,0%,33%,0.0,11,5,0,NULL,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik,Baghdasaryan,The Gun,175.26,145,177.8,Southpaw,1992-01-28,5.28,61%,3.06,58%,0.00,0%,72%,0.0,8,2,0,NULL,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar,Bahadurzada,The Great,180.34,170,185.42,Orthodox,1984-04-17,2.91,40%,3.23,49%,1.32,61%,62%,0.3,24,8,1,NULL,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio,Bahamondes,La Jaula,190.5,155,190.5,Orthodox,1997-08-27,7.17,47%,4.41,57%,0.00,0%,85%,0.3,16,5,0,NULL,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole,Batebolati,Lion King,172.72,170,180.34,Southpaw,1997-09-12,4.02,45%,4.83,61%,1.34,66%,100%,0.0,10,1,1,NULL,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar,Bailey,NULL,175.26,155,190.5,Southpaw,1982-09-22,1.56,20%,3.91,69%,1.50,33%,37%,0.0,16,11,0,NULL,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan,Bailey,NULL,175.26,145,NULL,,NULL,1.74,40%,0.29,0%,4.35,100%,0%,4.3,6,3,0,NULL,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott,Baker,NULL,182.88,210,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan,Baker,The Beast,190.5,185,NULL,Orthodox,1985-10-13,1.78,52%,2.83,45%,0.44,50%,37%,0.9,18,5,0,NULL,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin,Bala,NULL,175.26,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,23,3,0,NULL,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,NULL,The Snow Leopard,175.26,145,182.88,Orthodox,1992-03-31,1.40,33%,2.73,50%,2.00,20%,66%,0.0,23,4,0,NULL,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale,Bamgbose,Holy War Angel,180.34,185,198.12,Switch,1987-08-04,2.45,48%,2.70,55%,0.94,33%,37%,0.0,6,4,0,NULL,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen,Banaszak,NULL,182.88,145,NULL,,1990-12-07,4.20,47%,1.15,66%,0.00,0%,100%,1.9,5,5,0,NULL,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin,Bandel,Bomba,177.8,155,NULL,Orthodox,1989-10-10,0.79,50%,5.26,23%,0.00,0%,0%,0.0,15,7,0,NULL,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto,Bandenay,NULL,180.34,145,180.34,Southpaw,1994-09-04,2.22,41%,4.79,41%,2.90,46%,62%,0.5,14,7,0,1,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae,Hyun Bang,Supernatural,175.26,155,180.34,Switch,1983-04-15,2.72,38%,2.07,66%,0.49,33%,57%,0.5,18,10,0,NULL,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan,Banks,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,1,0,NULL,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna,Bannon,Mama B,165.1,115,165.1,Switch,1993-10-23,4.37,41%,3.77,42%,0.00,0%,42%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio,Banuelos,NULL,165.1,135,160.02,Orthodox,1979-09-23,2.69,33%,3.15,58%,1.62,62%,86%,0.4,20,11,1,NULL,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Renan,Barao,The Baron,167.64000000000001,145,177.8,Orthodox,1987-01-31,3.78,36%,3.90,57%,1.49,41%,91%,0.5,34,9,0,1,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior,Barata,NULL,177.8,170,NULL,Orthodox,1982-01-25,4.03,33%,8.46,34%,0.00,0%,0%,0.0,9,3,1,NULL,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee,Barber,The Future,165.1,125,165.1,Switch,1998-05-18,4.70,53%,2.90,54%,1.44,43%,53%,0.1,14,2,0,NULL,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan,Barberena,Bam Bam,182.88,185,182.88,Southpaw,1989-05-03,5.35,48%,4.59,44%,0.13,22%,50%,0.3,18,12,0,NULL,http://ufcstats.com/fighter-details/a331233f597090a5
Dione,Barbosa,The Witch,167.64000000000001,125,167.64,Orthodox,1992-05-08,1.85,48%,2.49,66%,1.73,28%,42%,2.2,7,3,0,NULL,http://ufcstats.com/fighter-details/27b388f0aab49780
Edson,Barboza,Junior,180.34,145,190.5,Orthodox,1986-01-21,4.11,44%,4.65,56%,0.45,50%,72%,0.1,24,12,0,NULL,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni,Barcelos,NULL,170.18,135,170.18,Orthodox,1987-05-01,5.22,51%,4.79,61%,1.86,32%,85%,0.6,18,5,0,NULL,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel,Barez,NULL,167.64000000000001,125,167.64,Orthodox,1988-12-10,4.10,52%,5.05,57%,2.24,31%,92%,0.9,17,6,0,NULL,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny,Barlow,LeftHand2God,187.96,170,200.66,Southpaw,1995-08-02,5.72,50%,3.48,52%,0.00,0%,100%,0.0,9,0,0,NULL,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke,Barnatt,The Bigslow,198.12,185,195.58,Orthodox,1988-04-13,4.43,36%,3.87,59%,0.63,42%,63%,0.4,13,4,0,NULL,http://ufcstats.com/fighter-details/172c2135e70f87b7
James,Barnes,Mooka,172.72,135,180.34,Orthodox,1982-05-28,0.57,34%,3.02,39%,1.08,16%,40%,0.0,14,5,0,NULL,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick,Barnes,NULL,180.34,170,NULL,,NULL,2.86,29%,8.93,51%,5.36,100%,100%,5.4,11,2,0,NULL,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte,Barnes,Shyne,180.34,185,193.04,Southpaw,1987-02-09,2.32,38%,1.55,67%,0.00,0%,60%,0.0,6,2,1,NULL,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh,Barnett,The Warmaster,190.5,250,198.12,Orthodox,1977-11-10,3.20,50%,2.11,57%,1.26,55%,55%,1.4,35,8,0,NULL,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris,Barnett,Beastboy,175.26,265,190.5,Orthodox,1986-06-14,4.21,47%,6.53,39%,0.00,0%,33%,0.0,23,9,0,NULL,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris,Barnhizer,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,3,0,NULL,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David,Baron,NULL,167.64000000000001,155,NULL,Switch,1973-02-15,1.17,30%,2.10,56%,0.00,0%,14%,0.7,17,4,1,NULL,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil,Baroni,The New York Bad Ass,175.26,170,182.88,Orthodox,1976-04-16,2.77,45%,3.93,40%,1.46,47%,60%,0.5,15,18,0,NULL,http://ufcstats.com/fighter-details/1652f3213655b935
Dan,Barrera,The Fireman,175.26,170,NULL,Orthodox,1980-12-23,0.80,70%,1.20,28%,1.00,8%,0%,0.0,3,1,0,NULL,http://ufcstats.com/fighter-details/f12f979b657ab876
